firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Drake,Thomas,Seattle Seahawks,ROLB,N.C. State,25,65,2/25/00,71,228,1,42,2,Run Stopper - OLB,87,0,80,0,85,0,84,0,66,0,63,0,50,0,59,0,7,0,25,0,53,0,49,0,57,0,79,0,6,0,54,0,81,0,68,0,90,0,51,0,22,0,24,0,10,0,31,0,52,0,13,0,65,0,35,0,35,0,35,0,6,0,68,0,45,0,44,0,85,0,16,0,45,0,45,0,45,0,Default Stride High and Tight,0,23,0,50,0,82,0,49,0,45,0,79,0,10,0,11,0,15,0,7,0,27,0,8,0,89,0,48,0,63,0
Drew,Ogletree,Indianapolis Colts,TE,Youngstown St.,27,65,7/28/98,77,260,1,85,3,Vertical Threat - TE,86,0,77,0,84,0,80,0,74,0,68,0,62,0,24,0,21,0,61,0,74,0,73,0,79,0,67,0,55,0,10,0,34,0,64,0,86,0,64,0,14,0,19,0,10,0,54,0,10,0,60,0,65,0,58,0,59,0,56,0,6,0,21,0,10,0,10,0,31,0,61,0,58,0,58,0,57,0,Long Stride Default,0,65,0,76,0,82,0,58,0,68,0,26,0,6,0,10,0,15,0,12,0,25,0,11,0,78,0,69,0,10,0
Drew,Kendall,Philadelphia Eagles,C,Boston College,23,65,11/27/01,76,308,1,66,0,Power - C,72,0,66,0,75,0,84,0,81,0,76,0,10,0,15,0,11,0,6,0,23,0,20,0,22,0,64,0,5,0,11,0,24,0,79,0,92,0,10,0,12,0,13,0,10,0,77,0,11,0,10,0,65,0,71,0,69,0,71,0,6,0,24,0,25,0,10,0,31,0,12,0,71,0,71,0,69,0,Long Stride Awkward,0,18,0,22,0,71,0,10,0,10,0,23,0,6,0,6,0,6,0,6,0,15,0,12,0,90,0,21,0,10,0
Dylan,Laube,Las Vegas Raiders,HB,New Hampshire,25,65,12/14/99,70,208,1,23,1,Elusive Back - HB,89,0,88,0,84,0,91,0,67,0,51,0,81,0,26,0,20,0,73,0,85,0,65,0,75,0,90,0,59,0,10,0,22,0,34,0,91,0,78,0,25,0,25,0,84,0,28,0,11,0,64,0,65,0,50,0,25,0,30,0,10,0,13,0,10,0,15,0,32,0,63,0,31,0,25,0,28,0,Default,0,70,0,63,0,88,0,73,0,71,0,27,0,10,0,10,0,15,0,10,0,27,0,17,0,92,0,75,0,16,0
Dyontae,Johnson,NY Giants,ROLB,Toledo,24,65,9/28/00,74,230,1,54,2,Run Stopper - OLB,88,0,74,0,71,0,83,0,73,0,59,0,46,0,68,0,12,0,27,0,54,0,42,0,57,0,66,0,6,0,55,0,78,0,76,0,91,0,46,0,16,0,10,0,10,0,17,0,52,0,11,0,65,0,45,0,45,0,45,0,6,0,58,0,60,0,47,0,80,0,16,0,45,0,45,0,45,0,Default Stride Loose,0,21,0,44,0,86,0,40,0,32,0,78,0,6,0,6,0,6,0,6,0,36,0,10,0,87,0,36,0,61,0
Eli,Ricks,Philadelphia Eagles,CB,Alabama,23,65,9/26/01,74,188,1,23,2,Manto Man - CB,90,0,82,0,84,0,88,0,50,0,68,0,80,0,43,0,12,0,66,0,64,0,64,0,73,0,78,0,39,0,41,0,73,0,51,0,81,0,72,0,13,0,15,0,60,0,21,0,64,0,46,0,65,0,22,0,22,0,22,0,6,0,66,0,30,0,76,0,67,0,50,0,34,0,35,0,34,0,Long Stride Loose,0,51,0,70,0,87,0,64,0,47,0,47,0,6,0,10,0,15,0,10,0,35,0,10,0,78,0,48,0,66,0
Elijah,Cooks,Philadelphia Eagles,WR,San Jose St.,26,65,10/13/98,75,215,1,86,2,Physical - WR,91,0,80,0,86,0,83,0,65,0,53,0,77,0,25,0,26,0,74,0,75,0,82,0,82,0,81,0,62,0,29,0,45,0,49,0,88,0,74,0,12,0,15,0,58,0,24,0,33,0,65,0,65,0,37,0,25,0,24,0,15,0,19,0,27,0,35,0,35,0,70,0,51,0,26,0,33,0,Long Stride Default,0,66,0,82,0,87,0,68,0,65,0,39,0,19,0,21,0,25,0,15,0,27,0,16,0,84,0,60,0,39,0
Elijah,Garcia,NY Giants,DT,Rice,26,65,3/11/99,77,302,1,90,3,,74,0,70,0,74,0,73,0,83,0,55,0,19,0,77,0,12,0,23,0,26,0,11,0,30,0,60,0,5,0,49,0,81,0,76,0,89,0,17,0,12,0,14,0,10,0,22,0,17,0,6,0,65,0,45,0,45,0,45,0,6,0,54,0,67,0,10,0,74,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,10,0,12,0,72,0,11,0,29,0,78,0,6,0,6,0,6,0,6,0,13,0,17,0,78,0,26,0,19,0
Elijah,Higgins,Arizona Cardinals,TE,Stanford,24,65,10/27/00,75,235,1,84,2,Vertical Threat - TE,90,0,81,0,84,0,82,0,69,0,56,0,79,0,25,0,24,0,68,0,71,0,76,0,78,0,76,0,60,0,10,0,19,0,43,0,92,0,72,0,18,0,19,0,50,0,23,0,13,0,61,0,65,0,50,0,47,0,49,0,6,0,15,0,10,0,10,0,30,0,63,0,51,0,52,0,49,0,Long Stride Default,0,64,0,78,0,89,0,66,0,59,0,24,0,6,0,10,0,15,0,10,0,25,0,17,0,90,0,55,0,20,0
Emanuel,Wilson,Green Bay Packers,HB,Fort Valley State,26,65,5/8/99,71,226,1,31,2,Elusive Back - HB,93,0,80,0,86,0,84,0,72,0,63,0,77,0,31,0,32,0,75,0,84,0,62,0,68,0,79,0,49,0,10,0,41,0,50,0,90,0,77,0,17,0,16,0,70,0,44,0,10,0,57,0,65,0,54,0,41,0,40,0,10,0,22,0,10,0,10,0,36,0,53,0,51,0,39,0,42,0,Default Stride Loose,0,62,0,60,0,90,0,73,0,79,0,37,0,21,0,26,0,29,0,21,0,35,0,11,0,85,0,76,0,15,0
Eric,Johnson II,Indianapolis Colts,DT,Missouri State,27,65,7/16/98,76,320,1,98,3,,80,0,65,0,69,0,73,0,79,0,69,0,18,0,70,0,12,0,15,0,30,0,14,0,32,0,59,0,3,0,57,0,76,0,82,0,92,0,25,0,14,0,17,0,10,0,28,0,15,0,5,0,65,0,45,0,45,0,45,0,6,0,66,0,67,0,10,0,79,0,15,0,45,0,45,0,45,0,Default Stride Awkward,0,13,0,16,0,77,0,24,0,32,0,77,0,6,0,6,0,6,0,6,0,23,0,12,0,82,0,30,0,16,0
Eric,Watts,NY Jets,LE,Connecticut,24,65,10/1/00,78,274,1,58,1,Run Stopper - DE,88,0,65,0,87,0,86,0,79,0,63,0,48,0,74,0,20,0,41,0,41,0,32,0,35,0,58,0,14,0,68,0,78,0,71,0,90,0,45,0,26,0,26,0,39,0,35,0,28,0,16,0,65,0,32,0,36,0,30,0,13,0,64,0,69,0,35,0,72,0,19,0,37,0,33,0,36,0,Long Stride Loose,0,18,0,35,0,83,0,38,0,32,0,76,0,14,0,19,0,25,0,15,0,32,0,21,0,90,0,37,0,21,0
Erik,Ezukanma,Miami Dolphins,WR,Texas Tech,25,65,1/25/00,74,206,1,84,3,Physical - WR,91,0,81,0,86,0,84,0,68,0,60,0,79,0,25,0,26,0,76,0,73,0,79,0,80,0,78,0,64,0,10,0,22,0,49,0,92,0,74,0,15,0,19,0,50,0,31,0,12,0,66,0,65,0,36,0,24,0,30,0,12,0,15,0,10,0,15,0,28,0,71,0,50,0,31,0,36,0,Long Stride Default,0,68,0,81,0,88,0,68,0,61,0,20,0,10,0,15,0,20,0,19,0,25,0,16,0,85,0,66,0,16,0
Gregory,Junior,Green Bay Packers,CB,Ouachita Baptist,26,65,6/21/99,72,190,1,38,3,Manto Man - CB,87,0,84,0,93,0,87,0,64,0,63,0,58,0,52,0,14,0,46,0,55,0,53,0,57,0,86,0,21,0,38,0,57,0,51,0,91,0,70,0,11,0,11,0,40,0,21,0,65,0,24,0,65,0,35,0,35,0,35,0,6,0,62,0,29,0,73,0,71,0,31,0,35,0,35,0,35,0,Default Stride Loose,0,28,0,56,0,91,0,64,0,42,0,57,0,6,0,6,0,6,0,14,0,25,0,9,0,78,0,30,0,64,0
Hayden,Conner,Arizona Cardinals,LG,Texas,23,65,4/26/02,78,322,1,58,0,Power - G,75,0,63,0,52,0,88,0,86,0,65,0,33,0,39,0,12,0,35,0,38,0,32,0,21,0,57,0,26,0,38,0,41,0,80,0,89,0,18,0,22,0,19,0,20,0,77,0,10,0,27,0,65,0,69,0,67,0,70,0,6,0,29,0,42,0,10,0,28,0,28,0,71,0,69,0,71,0,Long Stride Awkward,0,31,0,33,0,65,0,20,0,35,0,35,0,6,0,6,0,6,0,6,0,23,0,6,0,88,0,35,0,11,0
Hunter,Wohler,Indianapolis Colts,FS,Wisconsin,22,65,1/12/03,74,213,1,30,0,Zone - S,90,0,92,0,88,0,88,0,63,0,62,0,64,0,51,0,14,0,49,0,60,0,52,0,64,0,83,0,16,0,34,0,74,0,51,0,85,0,63,0,15,0,19,0,70,0,25,0,61,0,20,0,65,0,35,0,35,0,35,0,6,0,60,0,37,0,66,0,74,0,25,0,35,0,35,0,35,0,Default Stride Loose,0,27,0,57,0,87,0,55,0,42,0,67,0,6,0,6,0,6,0,6,0,24,0,12,0,84,0,44,0,66,0
Isaiah,Bolden,New England Patriots,CB,Jackson St.,25,65,12/16/99,74,205,1,29,2,Zone - CB,93,0,80,0,90,0,85,0,63,0,55,0,85,0,44,0,17,0,74,0,66,0,55,0,59,0,79,0,28,0,39,0,69,0,50,0,91,0,80,0,13,0,19,0,83,0,19,0,65,0,32,0,65,0,30,0,30,0,30,0,6,0,52,0,31,0,67,0,75,0,36,0,35,0,35,0,35,0,Long Stride Loose,0,35,0,58,0,95,0,76,0,60,0,58,0,8,0,13,0,16,0,15,0,26,0,11,0,82,0,55,0,69,0
Isaiahh,Loudermilk,Pittsburgh Steelers,DT,Wisconsin,27,65,10/10/97,79,293,1,92,4,,78,0,66,0,71,0,74,0,79,0,61,0,44,0,72,0,12,0,29,0,49,0,40,0,51,0,63,0,18,0,67,0,81,0,80,0,88,0,39,0,15,0,15,0,10,0,29,0,14,0,23,0,65,0,45,0,45,0,45,0,6,0,64,0,64,0,15,0,76,0,28,0,45,0,45,0,45,0,Long Stride Loose,0,28,0,42,0,69,0,34,0,43,0,79,0,6,0,6,0,6,0,6,0,28,0,13,0,84,0,43,0,24,0
Ja'Quinden,Jackson,Jacksonville Jaguars,HB,Arkansas,23,65,9/12/01,74,236,1,38,0,Power Back - HB,86,0,80,0,81,0,82,0,74,0,70,0,83,0,31,0,60,0,78,0,86,0,52,0,64,0,77,0,39,0,26,0,28,0,45,0,86,0,79,0,21,0,29,0,70,0,39,0,18,0,48,0,65,0,49,0,28,0,32,0,57,0,30,0,20,0,23,0,38,0,47,0,40,0,32,0,28,0,Default,0,54,0,51,0,83,0,72,0,77,0,29,0,58,0,57,0,61,0,62,0,76,0,56,0,84,0,80,0,23,0
Jacob,Monk,Green Bay Packers,C,Duke,24,65,6/4/01,75,308,1,62,1,Agile - C,76,0,67,0,73,0,84,0,83,0,72,0,10,0,21,0,9,0,5,0,25,0,22,0,27,0,57,0,5,0,21,0,39,0,80,0,94,0,10,0,19,0,25,0,10,0,80,0,11,0,8,0,65,0,70,0,69,0,68,0,9,0,26,0,23,0,9,0,36,0,12,0,69,0,73,0,65,0,Default Stride Awkward,0,15,0,26,0,69,0,10,0,10,0,28,0,10,0,11,0,15,0,8,0,25,0,9,0,85,0,15,0,10,0
Jaheim,Bell,New England Patriots,TE,Florida State,24,65,6/14/01,74,241,1,88,1,Vertical Threat - TE,91,0,81,0,85,0,84,0,70,0,54,0,78,0,33,0,28,0,71,0,73,0,75,0,78,0,73,0,60,0,10,0,26,0,59,0,89,0,73,0,13,0,17,0,20,0,58,0,10,0,62,0,65,0,51,0,52,0,50,0,13,0,15,0,10,0,15,0,39,0,66,0,53,0,54,0,50,0,Default,0,66,0,74,0,85,0,66,0,69,0,33,0,11,0,10,0,15,0,18,0,20,0,14,0,86,0,70,0,15,0
Jake,Kubas,NY Giants,RG,North Dakota St.,25,65,8/13/00,76,308,1,63,1,Agile - G,72,0,61,0,76,0,83,0,86,0,65,0,14,0,31,0,12,0,6,0,40,0,10,0,28,0,59,0,5,0,17,0,37,0,78,0,91,0,12,0,17,0,22,0,14,0,79,0,12,0,5,0,65,0,72,0,73,0,69,0,6,0,27,0,22,0,10,0,33,0,12,0,69,0,70,0,67,0,Default Stride Awkward,0,19,0,12,0,65,0,11,0,38,0,34,0,6,0,6,0,6,0,6,0,23,0,12,0,88,0,25,0,12,0
Jalen,Milroe,Seattle Seahawks,QB,Alabama,22,65,12/13/02,74,216,1,6,0,Scrambler - QB,93,0,89,0,87,0,81,0,69,0,49,0,87,0,37,0,74,0,74,0,56,0,21,0,40,0,87,0,23,0,38,0,40,0,26,0,88,0,78,0,21,0,28,0,33,0,31,0,20,0,19,0,65,0,23,0,32,0,32,0,79,0,26,0,38,0,19,0,28,0,28,0,30,0,33,0,33,0,Default Stride Loose,0,19,0,18,0,93,0,73,0,68,0,42,0,78,0,73,0,76,0,77,0,92,0,74,0,89,0,52,0,18,0
Jalen,Graham,San Francisco 49ers,LOLB,Purdue,24,65,1/11/01,75,220,1,41,2,Run Stopper - OLB,90,0,75,0,77,0,84,0,65,0,67,0,60,0,61,0,52,0,45,0,50,0,58,0,66,0,73,0,19,0,46,0,79,0,66,0,89,0,63,0,15,0,20,0,39,0,25,0,49,0,24,0,65,0,25,0,25,0,25,0,30,0,68,0,39,0,55,0,82,0,32,0,25,0,25,0,25,0,Default Stride Bread Loaf,0,30,0,63,0,84,0,55,0,54,0,77,0,41,0,45,0,48,0,46,0,54,0,34,0,86,0,45,0,65,0
James,Mitchell,Carolina Panthers,TE,Virginia Tech,26,65,8/11/99,75,255,1,85,3,Vertical Threat - TE,87,0,76,0,78,0,79,0,70,0,65,0,70,0,32,0,48,0,57,0,76,0,75,0,76,0,69,0,61,0,22,0,39,0,60,0,83,0,67,0,19,0,25,0,10,0,58,0,18,0,63,0,65,0,56,0,57,0,55,0,31,0,14,0,23,0,10,0,35,0,63,0,57,0,59,0,52,0,Long Stride High and Tight,0,63,0,73,0,84,0,59,0,67,0,35,0,30,0,33,0,37,0,44,0,42,0,30,0,83,0,63,0,20,0
Jaret,Patterson,Los Angeles Chargers,HB,Buffalo,25,65,12/23/99,68,195,1,34,4,Elusive Back - HB,89,0,82,0,74,0,84,0,61,0,66,0,78,0,26,0,22,0,75,0,79,0,62,0,66,0,82,0,39,0,24,0,41,0,26,0,90,0,83,0,12,0,19,0,55,0,27,0,28,0,49,0,65,0,45,0,34,0,31,0,15,0,28,0,17,0,31,0,52,0,39,0,35,0,36,0,34,0,Short Stride Default,0,60,0,58,0,85,0,77,0,53,0,37,0,14,0,15,0,19,0,26,0,24,0,16,0,84,0,48,0,33,0
Jay,Toia,Dallas Cowboys,DT,UCLA,22,65,7/16/03,75,341,1,93,0,,72,0,53,0,63,0,81,0,86,0,72,0,31,0,73,0,12,0,28,0,41,0,18,0,20,0,51,0,12,0,60,0,74,0,83,0,94,0,17,0,21,0,21,0,26,0,46,0,11,0,15,0,65,0,45,0,45,0,45,0,11,0,71,0,68,0,13,0,71,0,13,0,45,0,45,0,45,0,Default Stride Awkward,0,17,0,18,0,65,0,18,0,33,0,73,0,7,0,10,0,14,0,9,0,19,0,13,0,91,0,30,0,16,0
Jerrick,Reed II,Seattle Seahawks,SS,New Mexico,25,65,8/7/00,70,196,1,32,2,Hybrid - S,93,0,78,0,90,0,85,0,59,0,62,0,72,0,50,0,17,0,61,0,63,0,63,0,71,0,81,0,41,0,33,0,83,0,55,0,90,0,70,0,17,0,16,0,52,0,25,0,67,0,39,0,65,0,30,0,30,0,30,0,11,0,64,0,26,0,61,0,64,0,39,0,35,0,35,0,35,0,Short Stride Loose,0,44,0,67,0,91,0,63,0,30,0,66,0,8,0,10,0,15,0,19,0,21,0,12,0,79,0,26,0,62,0
Jordan,McFadden,Chicago Bears,RG,Clemson,25,65,11/16/99,74,303,1,74,2,Agile - G,76,0,61,0,71,0,85,0,82,0,73,0,13,0,15,0,12,0,8,0,38,0,15,0,26,0,54,0,5,0,13,0,22,0,75,0,92,0,11,0,13,0,12,0,10,0,81,0,10,0,7,0,65,0,71,0,74,0,68,0,5,0,19,0,12,0,10,0,22,0,12,0,64,0,67,0,61,0,Default Stride Awkward,0,13,0,14,0,73,0,10,0,15,0,35,0,5,0,5,0,5,0,5,0,11,0,14,0,85,0,20,0,11,0
Jordan,Jackson,Denver Broncos,DT,Air Force,27,65,1/30/98,76,294,1,94,3,,74,0,76,0,75,0,74,0,78,0,67,0,26,0,70,0,16,0,19,0,30,0,17,0,24,0,66,0,5,0,59,0,76,0,79,0,88,0,22,0,21,0,22,0,10,0,25,0,23,0,5,0,65,0,45,0,45,0,45,0,6,0,69,0,68,0,20,0,78,0,17,0,45,0,45,0,45,0,Long Stride Awkward,0,14,0,17,0,74,0,21,0,27,0,78,0,6,0,6,0,6,0,6,0,22,0,14,0,86,0,34,0,29,0
Josh,Blackwell,Chicago Bears,CB,Duke,26,65,4/5/99,71,180,1,39,3,Manto Man - CB,92,0,91,0,88,0,84,0,53,0,56,0,64,0,38,0,21,0,55,0,55,0,48,0,59,0,84,0,24,0,32,0,54,0,37,0,87,0,72,0,12,0,13,0,62,0,15,0,65,0,30,0,65,0,35,0,35,0,35,0,15,0,52,0,26,0,71,0,69,0,35,0,35,0,35,0,35,0,Default Stride Loose,0,34,0,52,0,94,0,66,0,29,0,47,0,16,0,20,0,22,0,23,0,24,0,13,0,85,0,30,0,62,0
Josiah,Deguara,Arizona Cardinals,TE,Cincinnati,28,65,2/14/97,74,238,1,47,5,Possession - TE,84,0,77,0,84,0,84,0,78,0,61,0,70,0,41,0,26,0,55,0,74,0,78,0,81,0,73,0,54,0,10,0,32,0,67,0,86,0,59,0,16,0,21,0,30,0,61,0,12,0,57,0,65,0,56,0,54,0,52,0,21,0,27,0,14,0,17,0,41,0,65,0,60,0,61,0,55,0,Long Stride Default,0,63,0,80,0,85,0,56,0,61,0,41,0,20,0,25,0,30,0,26,0,41,0,26,0,87,0,63,0,14,0
Julian,Ashby,New England Patriots,LS,Vanderbilt,23,65,7/8/02,73,231,1,47,0,Accurate - LS,83,0,72,0,74,0,76,0,68,0,60,0,52,0,37,0,14,0,51,0,62,0,49,0,45,0,69,0,35,0,32,0,22,0,56,0,88,0,45,0,24,0,24,0,10,0,31,0,17,0,40,0,65,0,45,0,40,0,41,0,17,0,34,0,32,0,15,0,52,0,34,0,51,0,49,0,51,0,Default Stride Awkward,0,47,0,47,0,74,0,44,0,47,0,50,0,10,0,11,0,10,0,14,0,29,0,16,0,86,0,45,0,20,0
Julius,Chestnut,Tennessee Titans,HB,Sacred Heart,24,65,10/26/00,71,228,1,36,3,Power Back - HB,91,0,83,0,82,0,80,0,76,0,64,0,78,0,38,0,21,0,80,0,83,0,63,0,68,0,79,0,45,0,10,0,40,0,45,0,85,0,78,0,17,0,21,0,60,0,42,0,10,0,50,0,65,0,54,0,51,0,48,0,10,0,16,0,10,0,10,0,42,0,52,0,45,0,46,0,42,0,Default Stride Loose,0,60,0,59,0,88,0,69,0,78,0,35,0,10,0,20,0,25,0,10,0,25,0,11,0,85,0,80,0,12,0
Kalen,King,Green Bay Packers,CB,Penn State,22,65,1/28/03,71,191,1,34,1,Manto Man - CB,91,0,87,0,88,0,85,0,47,0,66,0,65,0,54,0,23,0,61,0,59,0,65,0,68,0,90,0,18,0,41,0,61,0,44,0,94,0,72,0,9,0,11,0,55,0,16,0,62,0,25,0,65,0,30,0,26,0,25,0,15,0,61,0,36,0,72,0,69,0,35,0,35,0,29,0,31,0,Default Stride Loose,0,31,0,67,0,87,0,66,0,40,0,56,0,9,0,10,0,15,0,15,0,23,0,8,0,76,0,36,0,65,0
Kalia,Davis,San Francisco 49ers,DT,UCF,26,65,10/2/98,74,310,1,93,3,,80,0,54,0,69,0,68,0,84,0,62,0,20,0,73,0,10,0,15,0,27,0,25,0,32,0,48,0,5,0,57,0,76,0,86,0,80,0,25,0,10,0,10,0,10,0,32,0,20,0,9,0,65,0,45,0,45,0,45,0,6,0,66,0,67,0,15,0,73,0,20,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,19,0,70,0,24,0,25,0,75,0,6,0,6,0,6,0,6,0,20,0,10,0,78,0,25,0,28,0
Keith,Taylor,Atlanta Falcons,CB,Washington,26,65,11/20/98,75,195,1,39,4,Zone - CB,90,0,88,0,81,0,90,0,58,0,66,0,61,0,44,0,15,0,47,0,57,0,49,0,57,0,83,0,5,0,39,0,56,0,42,0,92,0,71,0,13,0,18,0,43,0,22,0,61,0,12,0,65,0,35,0,35,0,35,0,6,0,65,0,32,0,76,0,70,0,10,0,35,0,35,0,35,0,Default Stride Loose,0,17,0,54,0,88,0,65,0,38,0,59,0,6,0,6,0,6,0,6,0,30,0,17,0,87,0,36,0,67,0
Kendall,Milton,Cincinnati Bengals,HB,Georgia,23,65,2/10/02,73,230,1,36,1,Elusive Back - HB,93,0,82,0,85,0,81,0,72,0,66,0,77,0,27,0,19,0,76,0,86,0,50,0,66,0,76,0,48,0,10,0,24,0,33,0,85,0,78,0,12,0,17,0,83,0,29,0,13,0,53,0,65,0,47,0,26,0,23,0,14,0,13,0,10,0,13,0,35,0,53,0,26,0,22,0,18,0,Default,0,61,0,51,0,86,0,71,0,66,0,31,0,10,0,15,0,20,0,17,0,27,0,12,0,82,0,74,0,17,0
Kingsley,Jonathan,NY Jets,LE,Syracuse,27,65,4/28/98,76,260,1,57,3,Power Rusher - DE,88,0,83,0,83,0,70,0,80,0,56,0,29,0,68,0,12,0,25,0,39,0,25,0,35,0,68,0,5,0,61,0,77,0,77,0,89,0,27,0,27,0,31,0,10,0,21,0,17,0,7,0,65,0,45,0,45,0,45,0,6,0,57,0,69,0,17,0,80,0,13,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,34,0,80,0,23,0,31,0,73,0,6,0,6,0,6,0,6,0,20,0,14,0,84,0,35,0,21,0
KJ,Henry,Cleveland Browns,RE,Clemson,26,65,1/27/99,76,255,1,52,2,Smaller Speed Rusher - DE,89,0,68,0,77,0,75,0,68,0,64,0,32,0,63,0,17,0,21,0,45,0,25,0,39,0,69,0,5,0,66,0,82,0,67,0,88,0,48,0,12,0,14,0,10,0,26,0,32,0,7,0,65,0,35,0,35,0,35,0,8,0,58,0,70,0,33,0,81,0,7,0,40,0,40,0,40,0,Long Stride Loose,0,14,0,32,0,85,0,42,0,35,0,76,0,6,0,7,0,9,0,6,0,22,0,10,0,89,0,43,0,40,0
Ko,Kieft,Tampa Bay Buccaneers,TE,Minnesota,27,65,1/20/98,77,265,1,41,3,Blocking - TE,70,0,79,0,76,0,82,0,75,0,66,0,58,0,35,0,12,0,52,0,72,0,72,0,74,0,65,0,51,0,10,0,35,0,73,0,91,0,59,0,12,0,15,0,10,0,63,0,10,0,58,0,65,0,63,0,63,0,59,0,15,0,25,0,10,0,10,0,37,0,66,0,65,0,64,0,63,0,Default Stride High and Tight,0,64,0,71,0,73,0,52,0,66,0,34,0,11,0,15,0,22,0,19,0,24,0,11,0,92,0,66,0,10,0
Kobe,Hudson,Carolina Panthers,WR,UCF,23,65,9/11/01,73,193,1,86,0,,88,0,77,0,84,0,88,0,64,0,68,0,79,0,34,0,27,0,70,0,74,0,76,0,76,0,80,0,72,0,31,0,28,0,39,0,90,0,76,0,23,0,27,0,76,0,27,0,25,0,70,0,65,0,26,0,18,0,22,0,19,0,37,0,29,0,23,0,37,0,69,0,45,0,28,0,26,0,Default,0,70,0,78,0,87,0,71,0,43,0,32,0,15,0,20,0,23,0,27,0,39,0,27,0,87,0,41,0,34,0
Kobee,Minor,New England Patriots,CB,Memphis,23,65,7/8/02,71,188,1,19,0,Zone - CB,90,0,78,0,86,0,84,0,55,0,68,0,64,0,43,0,24,0,44,0,50,0,47,0,64,0,78,0,24,0,24,0,48,0,40,0,87,0,68,0,23,0,24,0,48,0,26,0,64,0,24,0,65,0,35,0,35,0,25,0,33,0,69,0,30,0,67,0,68,0,26,0,35,0,35,0,25,0,Default Stride Loose,0,23,0,58,0,87,0,60,0,32,0,50,0,27,0,29,0,12,0,17,0,20,0,30,0,79,0,25,0,69,0
KT,Leveston,Los Angeles Rams,RG,Kansas State,25,65,10/28/99,76,337,1,70,1,Power - G,65,0,55,0,69,0,81,0,85,0,68,0,14,0,35,0,10,0,19,0,29,0,14,0,29,0,52,0,6,0,10,0,35,0,81,0,91,0,14,0,10,0,13,0,10,0,79,0,12,0,8,0,65,0,71,0,67,0,71,0,7,0,10,0,10,0,10,0,25,0,12,0,70,0,71,0,70,0,Default Stride Awkward,0,12,0,12,0,60,0,15,0,34,0,35,0,5,0,5,0,10,0,6,0,13,0,5,0,90,0,28,0,11,0
